,year,lifeExp,gdpPercap,population,income_groups,country,continent,region
1372,1834,34.0,616,469753,upper_middle_income,Armenia,Europe,Europe Central Asia
31477,1834,26.0,278,4390857,low_income,North Korea,Asia,East Asia Pacific
14752,1834,32.0,650,214559,low_income,Guinea-Bissau,Africa,Sub Saharan Africa
22334,1834,28.01,1039,24000,upper_middle_income,St. Lucia,Americas,America
37052,1834,37.0,1026,13151,high_income,Seychelles,Africa,Sub Saharan Africa
1149,1834,33.2,2055,684790,upper_middle_income,Argentina,Americas,America
36383,1834,36.6,1793,531024,high_income,Slovenia,Europe,Europe Central Asia
28801,1834,41.95,1775,1169529,high_income,Norway,Europe,Europe Central Asia
3825,1834,30.3,1619,64474,high_income,Bahrain,Asia,Middle East North Africa
22111,1834,33.1,1415,249828,upper_middle_income,Libya,Africa,Middle East North Africa
29693,1834,32.3,1101,331023,high_income,Oman,Asia,Middle East North Africa
18766,1834,29.69,3268,22073351,high_income,Italy,Europe,Europe Central Asia
35268,1834,35.5,1729,2087305,upper_middle_income,Serbia,Europe,Europe Central Asia
17428,1834,25.44,1098,221108547,lower_middle_income,India,Asia,South Asia
2710,1834,40.27,2948,3878946,high_income,Belgium,Europe,Europe Central Asia
25233,1834,36.1,878,443061,upper_middle_income,North Macedonia,Europe,Europe Central Asia
26348,1834,31.8,688,632347,lower_middle_income,Mongolia,Asia,East Asia Pacific
20104,1834,23.94,652,602745,lower_middle_income,Kyrgyz Republic,Asia,Europe Central Asia
23672,1834,33.1,859,2761719,lower_middle_income,Morocco,Africa,Middle East North Africa
30362,1834,35.7,817,1647861,upper_middle_income,Peru,Americas,America
480,1834,35.4,782,465356,upper_middle_income,Albania,Europe,Europe Central Asia
27686,1834,32.4,756,145527,upper_middle_income,Namibia,Africa,Sub Saharan Africa
5386,1834,32.12,1140,103684,high_income,Barbados,Americas,America
6501,1834,39.43,1968,1358828,high_income,Canada,Americas,America
26571,1834,30.28,451,3073431,low_income,Mozambique,Africa,Sub Saharan Africa
30585,1834,30.9,1103,2786078,lower_middle_income,Philippines,Asia,East Asia Pacific
18543,1834,32.0,2903,209954,high_income,Israel,Asia,Middle East North Africa
38167,1834,24.24,687,530333,low_income,Tajikistan,Asia,Europe Central Asia
25902,1834,30.8,933,3698784,lower_middle_income,Myanmar,Asia,East Asia Pacific
3379,1834,25.5,992,21223054,lower_middle_income,Bangladesh,Asia,South Asia
37275,1834,31.1,1354,1401514,low_income,Syria,Asia,Middle East North Africa
11630,1834,30.2,626,364401,low_income,Eritrea,Africa,Sub Saharan Africa
4717,1834,26.5,722,25691,upper_middle_income,Belize,Americas,America
926,1834,30.7,1283,40153,high_income,United Arab Emirates,Asia,Middle East North Africa
18097,1834,31.2,1044,1163673,upper_middle_income,Iraq,Asia,Middle East North Africa
36829,1834,32.3,594,71954,lower_middle_income,Eswatini,Africa,Sub Saharan Africa
257,1834,26.98,772,1923071,lower_middle_income,Angola,Africa,Sub Saharan Africa
20327,1834,35.0,446,2157188,lower_middle_income,Cambodia,Asia,East Asia Pacific
4940,1834,33.0,1200,1220376,lower_middle_income,Bolivia,Americas,America
42181,1834,24.3,697,31871,lower_middle_income,Vanuatu,Asia,East Asia Pacific
16536,1834,36.1,1714,1388305,high_income,Croatia,Europe,Europe Central Asia
42404,1834,25.4,1668,47027,upper_middle_income,Samoa,Asia,East Asia Pacific
21442,1834,31.9,1014,536753,lower_middle_income,Lao,Asia,East Asia Pacific
43073,1834,32.6,815,1250580,lower_middle_income,Zambia,Africa,Sub Saharan Africa
40843,1834,32.9,2552,82826,high_income,Uruguay,Americas,America
15644,1834,25.81,1090,670734,upper_middle_income,Guatemala,Americas,America
25679,1834,28.7,1009,145720,high_income,Malta,Europe,Europe Central Asia
19881,1834,25.5,1074,3081008,lower_middle_income,Kenya,Africa,Sub Saharan Africa
43296,1834,33.7,1025,864412,lower_middle_income,Zimbabwe,Africa,Sub Saharan Africa
11853,1834,29.5,1955,13392863,high_income,Spain,Europe,Europe Central Asia
19435,1834,36.41,1604,31462750,high_income,Japan,Asia,East Asia Pacific
26126,1835,35.4,1357,160026,upper_middle_income,Montenegro,Europe,Europe Central Asia
42628,1835,23.39,1096,2664764,low_income,Yemen,Asia,Middle East North Africa
25234,1835,36.1,885,446961,upper_middle_income,North Macedonia,Europe,Europe Central Asia
29025,1835,32.8,745,4109818,low_income,Nepal,Asia,South Asia
25903,1835,30.8,933,3712950,lower_middle_income,Myanmar,Asia,East Asia Pacific
2488,1835,31.5,489,1126189,low_income,Burundi,Africa,Sub Saharan Africa
25457,1835,26.41,687,1452127,low_income,Mali,Africa,Sub Saharan Africa
19213,1835,31.7,1096,255177,upper_middle_income,Jordan,Asia,Middle East North Africa
4272,1835,35.1,820,934044,upper_middle_income,Bosnia and Herzegovina,Europe,Europe Central Asia
9624,1835,34.95,2458,6184487,high_income,Czech Republic,Europe,Europe Central Asia
20997,1835,25.8,950,9469706,high_income,South Korea,Asia,East Asia Pacific
927,1835,30.7,1287,40153,high_income,United Arab Emirates,Asia,Middle East North Africa
22558,1835,32.6,1032,1640547,upper_middle_income,Sri Lanka,Asia,South Asia
39283,1835,28.8,894,986747,lower_middle_income,Tunisia,Africa,Middle East North Africa
24119,1835,33.15,765,817267,lower_middle_income,Moldova,Europe,Europe Central Asia
17875,1835,25.6,1046,7014411,upper_middle_income,Iran,Asia,Middle East North Africa
11631,1835,30.2,627,379639,low_income,Eritrea,Africa,Sub Saharan Africa
18098,1835,31.2,1046,1168890,upper_middle_income,Iraq,Asia,Middle East North Africa
4049,1835,35.18,1815,27673,high_income,Bahamas,Americas,America
25680,1835,28.7,1018,146590,high_income,Malta,Europe,Europe Central Asia
41959,1835,32.0,964,6269504,lower_middle_income,Vietnam,Asia,East Asia Pacific
35938,1835,32.9,2056,82943,upper_middle_income,Suriname,Americas,America
3603,1835,37.34,1330,2338315,upper_middle_income,Bulgaria,Europe,Europe Central Asia
11854,1835,29.5,1953,13482154,high_income,Spain,Europe,Europe Central Asia
17429,1835,25.44,1098,221999558,lower_middle_income,India,Asia,South Asia
28802,1835,46.1,1747,1181168,high_income,Norway,Europe,Europe Central Asia
20328,1835,35.0,446,2162068,lower_middle_income,Cambodia,Asia,East Asia Pacific
14976,1835,29.8,421,93327,upper_middle_income,Equatorial Guinea,Africa,Sub Saharan Africa
12300,1835,28.0,597,14920384,low_income,Ethiopia,Africa,Sub Saharan Africa
30363,1835,35.7,845,1723594,upper_middle_income,Peru,Americas,America
31701,1835,35.6,1679,3596049,high_income,Portugal,Europe,Europe Central Asia
35715,1835,31.0,1027,25273,lower_middle_income,Sao Tome and Principe,Africa,Sub Saharan Africa
23227,1835,36.9,1970,174934,high_income,Luxembourg,Europe,Europe Central Asia
21220,1835,26.0,1416,81280,high_income,Kuwait,Asia,Middle East North Africa
3826,1835,30.3,1626,64474,high_income,Bahrain,Asia,Middle East North Africa
19436,1835,36.41,1609,31496064,high_income,Japan,Asia,East Asia Pacific
39506,1835,35.0,1195,10561679,upper_middle_income,Turkey,Europe,Europe Central Asia
42851,1835,33.5,1408,2160147,upper_middle_income,South Africa,Africa,Sub Saharan Africa
7617,1835,28.75,764,2269272,lower_middle_income,Cameroon,Africa,Sub Saharan Africa
34600,1835,28.7,1206,301328,lower_middle_income,El Salvador,Americas,America
33039,1835,31.8,511,1186255,low_income,Rwanda,Africa,Sub Saharan Africa
39952,1835,28.3,1124,2098006,high_income,Taiwan,Asia,East Asia Pacific
4495,1835,36.2,758,2701156,upper_middle_income,Belarus,Europe,Europe Central Asia
7171,1835,32.0,985,410497479,upper_middle_income,China,Asia,East Asia Pacific
14307,1835,29.86,528,1006071,low_income,Guinea,Africa,Sub Saharan Africa
14530,1835,28.8,940,107581,low_income,Gambia,Africa,Sub Saharan Africa
28579,1835,39.86,3906,2756831,high_income,Netherlands,Europe,Europe Central Asia
14753,1835,32.0,651,214304,low_income,Guinea-Bissau,Africa,Sub Saharan Africa
39060,1835,32.9,1515,69288,high_income,Trinidad and Tobago,Americas,America
36161,1835,36.4,1831,2262887,high_income,Slovak Republic,Europe,Europe Central Asia
41067,1835,39.41,3975,15208954,high_income,United States,Americas,America
13192,1835,26.7,599,17647,lower_middle_income,"Micronesia, Fed. Sts.",Asia,East Asia Pacific
7394,1835,31.16,678,1060830,lower_middle_income,Cote d'Ivoire,Africa,Sub Saharan Africa
17652,1835,38.3,2008,8084125,high_income,Ireland,Europe,Europe Central Asia
8955,1835,30.21,1040,85657,upper_middle_income,Costa Rica,Americas,America
31255,1835,35.9,1064,11642709,high_income,Poland,Europe,Europe Central Asia
6948,1835,32.0,1166,1067973,high_income,Chile,Americas,America
8732,1835,33.8,641,65277,lower_middle_income,Cape Verde,Africa,Sub Saharan Africa
33262,1835,32.1,937,2162237,high_income,Saudi Arabia,Asia,Middle East North Africa
22335,1835,28.01,1043,24000,upper_middle_income,St. Lucia,Americas,America
36384,1835,36.6,1808,535699,high_income,Slovenia,Europe,Europe Central Asia
34377,1835,25.1,895,786452,low_income,Sierra Leone,Africa,Sub Saharan Africa
5164,1835,31.99,1008,5711380,upper_middle_income,Brazil,Americas,America
18767,1835,29.69,3357,22215476,high_income,Italy,Europe,Europe Central Asia
15199,1835,36.6,2485,2652941,high_income,Greece,Europe,Europe Central Asia
5387,1835,32.12,1148,105459,high_income,Barbados,Americas,America
38168,1835,24.24,691,535199,low_income,Tajikistan,Asia,Europe Central Asia
27687,1835,32.4,768,143598,upper_middle_income,Namibia,Africa,Sub Saharan Africa
42182,1835,24.3,700,32184,lower_middle_income,Vanuatu,Asia,East Asia Pacific
20105,1835,23.94,658,608276,lower_middle_income,Kyrgyz Republic,Asia,Europe Central Asia
35269,1835,35.5,1742,2083091,upper_middle_income,Serbia,Europe,Europe Central Asia
22781,1835,32.8,406,221767,lower_middle_income,Lesotho,Africa,Sub Saharan Africa
43297,1835,33.7,1026,850430,lower_middle_income,Zimbabwe,Africa,Sub Saharan Africa
19882,1835,25.5,1078,3097341,lower_middle_income,Kenya,Africa,Sub Saharan Africa
15645,1835,25.81,1099,676495,upper_middle_income,Guatemala,Americas,America
16537,1835,36.1,1728,1400527,high_income,Croatia,Europe,Europe Central Asia
28133,1835,30.4,1024,12800102,lower_middle_income,Nigeria,Africa,Sub Saharan Africa
1150,1835,33.2,2070,698047,upper_middle_income,Argentina,Americas,America
32816,1835,29.57,1826,35978166,upper_middle_income,Russia,Europe,Europe Central Asia
29471,1835,34.05,1427,83772,high_income,New Zealand,Asia,East Asia Pacific
33931,1835,34.0,1199,41006,high_income,Singapore,Asia,East Asia Pacific
3380,1835,25.5,992,21313197,lower_middle_income,Bangladesh,Asia,South Asia
36830,1835,32.3,598,71578,lower_middle_income,Eswatini,Africa,Sub Saharan Africa
16314,1835,33.9,927,217590,lower_middle_income,Honduras,Americas,America
6725,1835,38.0,2818,2159233,high_income,Switzerland,Europe,Europe Central Asia
4718,1835,26.5,727,25703,upper_middle_income,Belize,Americas,America
8286,1835,32.0,949,1805148,upper_middle_income,Colombia,Americas,America
21889,1835,31.1,942,321701,low_income,Liberia,Africa,Sub Saharan Africa
24342,1835,30.5,700,2104810,low_income,Madagascar,Africa,Sub Saharan Africa
481,1835,35.4,783,467449,upper_middle_income,Albania,Europe,Europe Central Asia
26349,1835,31.8,689,633312,lower_middle_income,Mongolia,Asia,East Asia Pacific
12523,1835,37.79,1642,1402014,high_income,Finland,Europe,Europe Central Asia
27018,1835,27.2,1148,103463,upper_middle_income,Mauritius,Africa,Sub Saharan Africa
32593,1835,35.7,277,7149667,upper_middle_income,Romania,Europe,Europe Central Asia
6056,1835,33.6,485,105921,upper_middle_income,Botswana,Africa,Sub Saharan Africa
20551,1835,24.9,643,19217,lower_middle_income,Kiribati,Asia,East Asia Pacific
30586,1835,30.9,1104,2835636,lower_middle_income,Philippines,Asia,East Asia Pacific
8509,1835,32.1,816,58145,lower_middle_income,Comoros,Africa,Sub Saharan Africa
43074,1835,32.6,817,1269669,lower_middle_income,Zambia,Africa,Sub Saharan Africa
37499,1835,30.9,511,1672505,low_income,Chad,Africa,Sub Saharan Africa
37276,1835,31.1,1361,1406238,low_income,Syria,Asia,Middle East North Africa
258,1835,26.98,772,1951372,lower_middle_income,Angola,Africa,Sub Saharan Africa
1373,1835,34.0,618,474064,upper_middle_income,Armenia,Europe,Europe Central Asia
18544,1835,32.0,2904,209954,high_income,Israel,Asia,Middle East North Africa
26572,1835,30.28,451,3158451,low_income,Mozambique,Africa,Sub Saharan Africa
32147,1835,32.1,768,165944,lower_middle_income,Palestine,Asia,Middle East North Africa
16760,1835,29.0,838,823575,low_income,Haiti,Americas,America
27910,1835,30.8,545,923000,low_income,Niger,Africa,Sub Saharan Africa
2711,1835,40.28,2964,3911800,high_income,Belgium,Europe,Europe Central Asia
13861,1835,31.87,662,1229733,upper_middle_income,Georgia,Europe,Europe Central Asia
21443,1835,31.9,1018,541866,lower_middle_income,Lao,Asia,East Asia Pacific
31032,1835,31.5,652,759184,lower_middle_income,Papua New Guinea,Asia,East Asia Pacific
42405,1835,25.4,1673,47019,upper_middle_income,Samoa,Asia,East Asia Pacific
33485,1835,31.4,633,4385515,lower_middle_income,Sudan,Africa,Sub Saharan Africa
8063,1835,32.7,719,399651,lower_middle_income,"Congo, Rep.",Africa,Sub Saharan Africa
2042,1835,34.4,2698,3625995,high_income,Austria,Europe,Europe Central Asia
37053,1835,37.0,1029,13197,high_income,Seychelles,Africa,Sub Saharan Africa
9178,1835,36.36,920,1008000,upper_middle_income,Cuba,Americas,America
10739,1835,29.9,822,114022,upper_middle_income,Dominican Republic,Americas,America
6502,1835,39.55,1997,1410429,high_income,Canada,Americas,America
29694,1835,32.3,1106,331973,high_income,Oman,Asia,Middle East North Africa
24788,1835,26.9,1198,6705488,upper_middle_income,Mexico,Americas,America
11185,1835,32.9,661,638919,upper_middle_income,Ecuador,Americas,America
35492,1835,26.67,619,1128044,low_income,South Sudan,Africa,Sub Saharan Africa
40398,1835,25.3,566,2494490,low_income,Uganda,Africa,Sub Saharan Africa
16983,1835,36.0,1593,4625990,high_income,Hungary,Europe,Europe Central Asia
40175,1835,32.2,665,4064927,low_income,Tanzania,Africa,Sub Saharan Africa
26795,1835,32.0,644,332284,lower_middle_income,Mauritania,Africa,Sub Saharan Africa
41513,1835,25.99,1053,27811,upper_middle_income,St. Vincent and the Grenadines,Americas,America
6279,1835,30.0,517,668375,low_income,Central African Republic,Africa,Sub Saharan Africa
3157,1835,29.2,554,1756108,low_income,Burkina Faso,Africa,Sub Saharan Africa
40844,1835,32.9,2571,85278,high_income,Uruguay,Americas,America
12746,1835,26.1,937,138780,upper_middle_income,Fiji,Asia,East Asia Pacific
38614,1835,28.95,632,167201,lower_middle_income,Timor-Leste,Asia,East Asia Pacific
4941,1835,33.0,1218,1229458,lower_middle_income,Bolivia,Americas,America
22112,1835,33.1,1432,251077,upper_middle_income,Libya,Africa,Middle East North Africa
13415,1835,30.6,444,217021,upper_middle_income,Gabon,Africa,Sub Saharan Africa
31478,1835,26.0,278,4394151,low_income,North Korea,Asia,East Asia Pacific
23673,1835,33.1,863,2766987,lower_middle_income,Morocco,Africa,Middle East North Africa
38391,1835,24.0,1205,421177,upper_middle_income,Turkmenistan,Asia,Europe Central Asia
12077,1835,38.71,1198,400232,high_income,Estonia,Europe,Europe Central Asia
15422,1835,31.4,1160,31153,upper_middle_income,Grenada,Americas,America
2265,1835,29.17,958,1009269,upper_middle_income,Azerbaijan,Europe,Europe Central Asia
28356,1835,25.4,1295,236280,lower_middle_income,Nicaragua,Americas,America
9401,1835,38.5,1157,185094,high_income,Cyprus,Europe,Europe Central Asia
31924,1835,35.5,1143,223918,upper_middle_income,Paraguay,Americas,America
19659,1835,26.2,1456,2341245,upper_middle_income,Kazakhstan,Asia,Europe Central Asia
16091,1835,34.9,1358,25822,high_income,"Hong Kong, China",Asia,East Asia Pacific
11408,1835,33.0,1188,4403817,lower_middle_income,Egypt,Africa,Middle East North Africa
41736,1835,32.2,2503,1040885,upper_middle_income,Venezuela,Americas,America
24565,1835,32.65,955,46294,upper_middle_income,Maldives,Asia,South Asia
17206,1835,30.0,974,19239776,lower_middle_income,Indonesia,Asia,East Asia Pacific
18321,1835,36.63,1237,58077,high_income,Iceland,Europe,Europe Central Asia
35,1835,27.85,720,3507205,low_income,Afghanistan,Asia,South Asia
5610,1835,29.2,1807,3094,high_income,Brunei,Asia,East Asia Pacific
37945,1835,30.4,1077,4939500,upper_middle_income,Thailand,Asia,East Asia Pacific
7840,1835,31.6,634,6517686,low_income,"Congo, Dem. Rep.",Africa,Sub Saharan Africa
14084,1835,28.0,809,1998465,lower_middle_income,Ghana,Africa,Sub Saharan Africa
5833,1835,28.8,736,363919,lower_middle_income,Bhutan,Asia,South Asia
1596,1835,33.54,951,37000,high_income,Antigua and Barbuda,Americas,America
27241,1835,30.3,398,1562247,low_income,Malawi,Africa,Sub Saharan Africa
2934,1835,31.0,728,709695,low_income,Benin,Africa,Sub Saharan Africa
32370,1835,30.8,1416,14092,high_income,Qatar,Asia,Middle East North Africa
29917,1835,25.8,1156,14341238,lower_middle_income,Pakistan,Asia,South Asia
18990,1835,34.2,1144,382866,upper_middle_income,Jamaica,Americas,America
40621,1835,36.6,975,12863588,lower_middle_income,Ukraine,Europe,Europe Central Asia
23450,1835,33.0,959,753932,high_income,Latvia,Europe,Europe Central Asia
9847,1835,38.37,2199,29548576,high_income,Germany,Europe,Europe Central Asia
34154,1835,25.1,435,66981,lower_middle_income,Solomon Islands,Asia,East Asia Pacific
21666,1835,29.7,1393,369914,upper_middle_income,Lebanon,Asia,Middle East North Africa
35046,1835,29.4,812,1215018,low_income,Somalia,Africa,Sub Saharan Africa
37722,1835,31.3,833,475326,low_income,Togo,Africa,Sub Saharan Africa
12969,1835,39.48,2470,34091365,high_income,France,Europe,Europe Central Asia
10070,1835,29.9,951,30398,lower_middle_income,Djibouti,Africa,Middle East North Africa
10962,1835,28.82,928,2762725,upper_middle_income,Algeria,Africa,Middle East North Africa
13638,1835,41.1,4488,25411282,high_income,United Kingdom,Europe,Europe Central Asia
33708,1835,25.2,607,969985,lower_middle_income,Senegal,Africa,Sub Saharan Africa
10516,1835,38.35,2552,1314383,high_income,Denmark,Europe,Europe Central Asia
38837,1835,28.2,791,18520,upper_middle_income,Tonga,Asia,East Asia Pacific
27464,1835,30.6,1149,390176,upper_middle_income,Malaysia,Asia,East Asia Pacific
30140,1835,32.9,1139,97423,high_income,Panama,Americas,America
